address,protocol
0x5C69bEe701ef814a2B6a3EDD4B1652CB9cc5aA6f,uniswap
0x1F98431c8aD98523631AE4a59f267346ea31F984,uniswap
0xb9446c4Ef5EBE66268dA6700D26f96273DE3d571,curve
0xdF5e0e81Dff6FAF3A7e52BA697820c5e32D806A8,curve
0x19D3364A399d251E894aC732651be8B0E4e85001,yearn
0x7A250d5630B4cF539739dF2C5dAcb4c659F2488D,uniswap
0xfc5a1a6eb076a2C7aD06eD22C90d7E710E35ad0a,gmx
